SKU,Description,Location Fixed,Location Inventory,Warehouse Fixed,Nr of Picks,Nr of Picks Total Window,Quantity,Std Unit Cost,Extended Std Cost,Demand 180 Days,Actual Locations,Number of Registered Locations,Has Bulk Location,Registered Actual Location Count,Registered Location Types,Has Ground Level,Has Hand Pick,Has Highest Level
ASM4022_698_75532-LF,MDRC TOP CBB MNT PLATE,D1202,D1202,A0000N,0,0,6.0,70.875,425.25,0.0,D1202,1,False,1,Legbord,False,True,False
ASM4022_698_79422-LF,MD 400V TCBA CBTA CBL,J2002,J2002,A0000N,0,0,3.0,231.1812,693.54,3.0,J2002,1,False,1,Legbord,False,True,False
ASM4022_698_83331-LF,BAYING COVER L 900MM,F0304,F0304,A0000N,5,5,3.0,59.14,177.42,5.0,F0304,1,False,1,Legbord,False,False,False
ASM4022_698_85502-LF,MDRC TOP CBF MNT PLATE,D1004,D1004,A0000N,0,0,5.0,73.5,367.5,0.0,D1004,1,False,1,Legbord,False,False,False
ASM4022_698_92981-LF,AMDC MID PLATE SA,D1801,D1801,A0000N,7,7,1.0,924.1785,924.18,7.0,D1801,1,False,1,Pallet,True,True,False
ASM4022_704_01082-LF,NXE/EXE SR HSSU FRNT PLT ASSY,E1802,E1802,A0000N,28,28,12.0,305.42,3665.04,50.0,E1802,1,False,1,Legbord,False,True,False
ASM4022_704_01111-LF,NXE/EXE SR HSSU SHT BASE ASSY,E0804,E0804,A0000N,27,27,10.0,254.4,2544.0,49.0,E0804,1,False,1,Legbord,False,False,False
ASM4022_704_04243-LF,NXE3800 SERC2 CP2 BASE-ASSY,G0002,G0002,A0000N,38,38,3.0,36.84,110.52,38.0,G0002,1,False,1,Legbord,False,True,False
ASM4022_704_05501-LF,VS FEDB WELD ASSY BOX,HZKH,HZKH,A0000N,4,4,17.0,172.095,2925.62,11.0,HZKH,1,True,1,,False,False,False
ASM4022_704_05781-LF,VS FEDB COVER,HZKH,HZKH,A0000N,4,4,18.0,64.05,1152.9,11.0,HZKH,1,True,1,,False,False,False
ASM4022_704_07651-LF,BASE FRAME SC MECH ASSY,E1601,E1601,A0000N,3,3,1.0,797.9265,797.93,3.0,E1601,1,False,1,Pallet,True,True,False
ASM4022_704_21131-LF,CABLE PARKING TOOL WELD ASSY,EZKE,EZKE,A0000N,3,3,3.0,2324.385,6973.16,3.0,EZKE,1,True,1,,False,False,False
ASM4022_704_24331-LF,WS CONNECTORPLATE ASSY,E1502,E1502,A0000N,37,37,18.0,70.41,1267.38,37.0,E1502,1,False,1,Legbord,False,True,False
ASM4022_704_24591-LF,EXE WSMR BACK PLATE ASSY,D0204,D0204,A0000N,37,37,7.0,61.79,432.53,37.0,D0204,1,False,1,Legbord,False,False,False
ASM4022_704_27791-LF,WS AIR INLET WELD ASSY,E1302,E1302,A0000N,37,37,11.0,173.81,1911.91,37.0,E1302,1,False,1,Legbord,False,True,False
ASM4022_704_30681-LF,ENCLOSURE MOA WELD ASSY,D1001,D1001,A0000N,3,3,3.0,342.22,1026.66,3.0,D1001,1,False,1,Pallet,True,True,False
ASM4022_704_32671-LF,LOAD SENSOR CONN BOX,LZKL,LZKL,A0000N,0,0,70.0,40.16,2811.2,98.0,LZKL,1,True,1,,False,False,False
ASM4022_704_33941-LF,EI EMCB-T CONN BOX PE CBL ASSY,EZKE,EZKE,A0000N,10,10,1.0,1117.452,1117.45,32.0,EZKE,1,True,1,,False,False,False
ASM4022_704_33952-LF,EI EMCB-B CONN BOX PE CBL ASSY,HZKH,HZKH,A0000N,18,18,2.0,1242.93,2485.86,30.0,HZKH,1,True,1,,False,False,False
ASM4022_704_34291-LF,BASU1 REAR PLATE NUT,D0602,D0602,A0000N,3,3,3.0,174.49,523.47,3.0,D0602,1,False,1,Legbord,False,True,False
ASM4022_704_34321-LF,BASU1 FRONT PLATE NUT,E1402,E1402,A0000N,3,3,6.0,148.82,892.92,3.0,E1402,1,False,1,Legbord,False,True,False
ASM4022_704_34531-LF,BASU2 REAR PLATE NUT,D0801,D0801,A0000N,3,3,2.0,350.95,701.9,3.0,D0801,1,False,1,Pallet,True,True,False
ASM4022_704_34551-LF,BASU2 FRONT PLATE NUT,H0602,H0602,A0000N,3,3,2.0,344.8,689.6,3.0,H0602,1,False,1,Legbord,False,True,False
ASM4022_704_68272-LF,CAB TOP COVER 84TE MONO,H0002,H0002,A0000N,44,44,5.0,192.4,962.0,43.0,H0002,1,False,1,Legbord,False,True,False
ASM4022_704_68531-LF,AMDC SIDE BRACKET SA RH,LZKL,LZKL,A0000N,7,7,1.0,237.93,237.93,7.0,LZKL,1,True,1,,False,False,False
ASM4022_704_68561-LF,AMDC SIDE BRACKET SA LH,LZKL,LZKL,A0000N,7,7,3.0,237.93,713.79,7.0,LZKL,1,True,1,,False,False,False
ASM4022_704_74891-LF,MD AOIR FNT PLT ASSY,F1604,F1604,A0000N,5,5,2.0,58.569,117.14,8.0,F1604,1,False,1,Legbord,False,False,False
ASM4022_704_74921-LF,MD ASCR1 FNT PLT ASSY,E0305,E0305,A0000N,8,8,2.0,53.8125,107.63,8.0,E0305,1,False,1,Legbord,False,False,False
ASM4022_704_74941-LF,MD ASCR2 FNT PLT ASSY,E0505,E0505,A0000N,8,8,3.0,55.0725,165.22,8.0,E0505,1,False,1,Legbord,False,False,False
ASM4022_704_74961-LF,MD ASSR1 FNT PLT ASSY,D1703,D1703,A0000N,12,12,4.0,43.617,174.47,12.0,D1703,1,False,1,Legbord,False,True,False
ASM4022_704_75041-LF,MD ASSR2 FNT PLT ASSY,D1803,D1803,A0000N,12,12,3.0,43.617,130.85,12.0,D1803,1,False,1,Legbord,False,True,False
ASM4022_704_75061-LF,MD ASSR3 FNT PLT ASSY,D1903,D1903,A0000N,4,4,1.0,56.4165,56.42,4.0,D1903,1,False,1,Legbord,False,True,False
ASM4022_704_75081-LF,MD ASSR4 FNT PLT ASSY,D2003,D2003,A0000N,4,4,3.0,45.0555,135.17,6.0,D2003,1,False,1,Legbord,False,True,False
ASM4022_704_75921-LF,CBT GUIDE ASSY,D0701,D0701,A0000N,11,11,7.0,197.45,1382.15,112.0,D0701,1,False,1,Pallet,True,True,False
ASM4022_704_77901-LF,TRAFO MOUNTING PLATE WA MK2,D1002,D1002,A0000N,7,7,2.0,914.424,1828.85,7.0,D1002,1,False,1,Legbord,False,True,False
ASM4022_704_78132-LF,MD AOIR MID FLANGE ASSY,G1303,G1303,A0000N,6,6,3.0,37.57,112.71,8.0,G1303,1,False,1,Legbord,False,False,False
ASM4022_704_81251-LF,AMDC RPS LO S MK2,E2004,E2004,A0000N,7,7,1.0,86.436,86.44,11.0,E2004,1,False,1,Pallet,False,False,False
ASM4022_704_81541-LF,AMDC RPS BRACKET L SA,D1201,D1201,A0000N,7,7,3.0,80.073,240.22,11.0,D1201,1,False,1,Pallet,True,True,False
ASM4022_704_94141-LF,CFTB 126TE-1HE DOWNFLOW,EZKE,EZKE,A0000N,5,5,1.0,1011.79,1011.79,5.0,EZKE,1,True,1,,False,False,False
ASM4022_704_94151-LF,CFTB 84TE-2HE DOWNFLOW,EZKE,EZKE,A0000N,60,60,13.0,954.06,12402.78,87.0,EZKE,1,True,1,,False,False,False
ASM4022_704_94161-LF,FADU 126TE-2HE DOWNFLOW,EZKE,EZKE,A0000N,8,8,4.0,2843.54,11374.16,15.0,EZKE,1,True,1,,False,False,False
ASM4022_704_94171-LF,TADU 126TE-1HE UPFLOW,EZKE,EZKE,A0000N,7,7,2.0,3791.02,7582.04,7.0,EZKE,1,True,1,,False,False,False
ASM4022_704_94181-LF,TADU 84TE-1HE DOWNFLOW,EZKE,EZKE,A0000N,62,62,11.0,2777.79,30555.69,101.0,EZKE,1,True,1,,False,False,False
ASM4022_704_94191-LF,CCDB 84TE-1HE REARFLOW,EZKE,EZKE,A0000N,49,49,7.0,3958.16,27707.12,49.0,EZKE,1,True,1,,False,False,False
ASM4022_704_94201-LF,CCDB 84TE-1HE DOWNFLOW,EZKE,EZKE,A0000N,12,12,4.0,3909.33,15637.32,12.0,EZKE,1,True,1,,False,False,False
ASM4022_706_19241-LF,EXE EL BOFC OICC CA,H0601,H0601,A0000N,3,3,2.0,278.25,556.5,4.0,H0601,1,False,1,Pallet,True,True,False
ASM4022_711_03601-LF,HRIB COVER ASSY,EZKE,EZKE,A0000N,0,0,3.0,141.51,424.53,2.0,EZKE,1,True,1,,False,False,False
ASM4022_711_10101-LF,MDPC1 TOP CONNECTOR PLATE SEAL,F1904,F1904,A0000N,46,46,6.0,51.4815,308.89,43.0,F1904,1,False,1,Legbord,False,False,False
ASM4022_711_10112-LF,MDPC1 BOTTOM ASSY,EZKE,EZKE,A0000N,43,43,8.0,986.43,7891.4400000000005,40.0,EZKE,1,True,1,,False,False,False
ASM4022_711_10182-V01,MDPC1 TOP CONN PLATE SUB ASSY,E1201,E1201,A0000N,43,43,5.0,340.21,1701.05,40.0,E1201,1,False,1,Pallet,True,True,False
ASM4022_711_10241-LF,MDPC1 TOP CONN PE RAIL,G1803,G1803,A0000N,46,46,10.0,136.58,1365.8,43.0,G1803,1,False,1,Legbord,False,False,False
ASM4022_711_10572-LF,MDPC1 K2 BB3 BUSBAR L3,D1804,D1804,A0000N,40,40,3.0,323.35,970.05,37.0,D1804,1,False,1,Legbord,False,False,False
ASM4022_711_10951-LF,MDPC1 DOOR HANDLE ASSY,G0103,G0103,A0000N,37,37,7.0,282.33,1976.31,35.0,G0103,1,False,1,Legbord,False,False,False
ASM4022_711_16011-LF,LCTU PWR CON BOX COVER,F0703,F0703,A0000N,0,0,3.0,88.788,266.36,3.0,F0703,1,False,1,Legbord,False,False,False
ASM4022_711_16021-LF,LCTU PWR CON BOX ASSY,F0803,F0803,A0000N,22,22,2.0,87.654,175.31,43.0,F0803,1,False,1,Legbord,False,False,False
ASM4022_711_19421-LF,HRIB ROOF,EZKE,EZKE,A0000N,0,0,3.0,218.23,654.69,2.0,EZKE,1,True,1,,False,False,False
ASM4022_711_21441-LF,MD F51 230V CBBA TCPA CBL,J1902,J1902,A0000N,0,0,10.0,222.873,2228.73,10.0,J1902,1,False,1,Legbord,False,True,False
ASM4022_711_21461-LF,MD DIAG CBTA TCPA CBL,J0502,J0502,A0000N,0,0,9.0,175.7175,1581.46,9.0,J0502,1,False,1,Legbord,False,True,False
ASM4022_711_21621-LF,MD F52-1 230V CBBA TCPA CBL,J1902,J1902,A0000N,0,0,6.0,222.6105,1335.66,6.0,J1902,1,False,1,Legbord,False,True,False
ASM4022_711_21751-LF,MD F50-3 400V CBBA TCPA CBL,D0901,D0901,A0000N,0,0,10.0,162.0045,1620.05,10.0,D0901,1,False,1,Pallet,True,True,False
ASM4022_711_38021-LF,MDRC DIN RAIL LOWER ASSY,D1503,D1503,A0000N,0,0,1.0,54.6,54.6,1.0,D1503,1,False,1,Legbord,False,True,False
ASM4022_711_42221-LF,MDRC DIN RAIL UPPER ASSY,F1802,F1802,A0000N,0,0,1.0,64.05,64.05,0.0,F1802,1,False,1,Legbord,False,True,False
ASM4022_711_51171-LF,126TE STRAIN RELIEF SUPPORT,E1003,E1003,A0000N,0,0,5.0,454.65,2273.25,5.0,E1003,1,False,1,Legbord,False,True,False
ASM4022_711_51211-LF,MDRC CBMA DIN RAIL BOT ASSY,G1302,G1302,A0000N,0,0,5.0,69.3315,346.66,1.0,G1302,1,False,1,Legbord,False,True,False
ASM4022_711_53691-LF,CP CANOPY WELD ASSY,EZKE,EZKE,A0000N,0,0,5.0,183.2775,916.39,0.0,EZKE,1,True,1,,False,False,False
ASM4022_711_53721-LF,ADAPTOR PLATE ASSY,EZKE,EZKE,A0000N,46,46,1.0,251.8635,251.86,46.0,EZKE,1,True,1,,False,False,False
ASM4022_711_56351-LF,EXE SH BSHB,EZKE,EZKE,A0000N,2,2,2.0,34892.0,69784.0,2.0,EZKE,1,True,1,,False,False,False
ASM4022_711_85851-LF,MDPC1 BRACKET DIN 6 ASSY,G1503,G1503,A0000N,40,40,10.0,31.86,318.6,37.0,G1503,1,False,1,Legbord,False,False,False
ASM4022_711_85871-LF,MDPC1 BRACKET DIN 7 ASSY,G1003,G1003,A0000N,40,40,8.0,35.65,285.2,37.0,G1003,1,False,1,Legbord,False,False,False
ASM4022_711_86021-LF,MDPC1 BRACKET PE1 ASSY,G1003,G1003,A0000N,43,43,8.0,32.83,262.64,40.0,G1003,1,False,1,Legbord,False,False,False
ASM4022_711_86062-LF,MDPC1 BRACKET Q1 ASSY,E1703,E1703,A0000N,37,37,10.0,76.33,763.3,37.0,E1703,1,False,1,Legbord,False,True,False
ASM4022_711_86152-LF,MDPC1 BRACKET Q60 SUB ASSY,G1002,G1002,A0000N,37,37,16.0,23.52,376.32,35.0,G1002,1,False,1,Legbord,False,True,False
ASM4022_711_86171-LF,MDPC1 BRACKET 1Q2 SUB ASSY,G1003,G1003,A0000N,37,37,12.0,35.56,426.72,35.0,G1003,1,False,1,Legbord,False,False,False
ASM4022_711_86211-LF,MPDC1 BRACKET UPS LEFT ASSY,G1103,G1103,A0000N,40,40,8.0,73.14,585.12,37.0,G1103,1,False,1,Legbord,False,False,False
ASM4022_711_86221-LF,MDPC1 BRACKET UPS RIGHT ASSY,G1103,G1103,A0000N,40,40,8.0,73.14,585.12,37.0,G1103,1,False,1,Legbord,False,False,False
ASM4022_711_86301-LF,MDPC1 CABLE BRACKET 1,G1803,G1803,A0000N,0,0,38.0,66.67,2533.46,0.0,G1803,1,False,1,Legbord,False,False,False
ASM4022_711_86322-LF,MDPC1 COVER 1 WINDOW,G1503,G1503,A0000N,0,0,1.0,559.0,559.0,0.0,G1503,1,False,1,Legbord,False,False,False
ASM4022_711_86325-LF,MDPC1 COVER 1 WINDOW,E0705,E0705,A0000N,36,36,11.0,39.5,434.5,36.0,E0705,1,False,1,Legbord,False,False,False
ASM4022_711_86331-LF,MDPC1 SIDE MOUNTING COVERS R,LZKL,LZKL,A0000N,0,0,2.0,108.88,217.76,0.0,LZKL,1,True,1,,False,False,False
ASM4022_711_86405-LF,MDPC1 COVER 8 WINDOW,E0705,E0705,A0000N,37,37,14.0,38.5,539.0,37.0,E0705,1,False,1,Legbord,False,False,False
ASM4022_711_86411-LF,MDPC1 AIR DIVIDER ASSY,G0803,G0803,A0000N,37,37,10.0,62.9,629.0,37.0,G0803,1,False,1,Legbord,False,False,False
ASM4022_711_86462-LF,MDPC1 EMC COVER 1,E1002,E1002,A0000N,37,37,9.0,54.3,488.7,35.0,E1002,1,False,1,Legbord,False,True,False
ASM4022_711_86472-LF,MDPC1 EMC COVER 2,G1703,G1703,A0000N,37,37,16.0,24.64,394.24,35.0,G1703,1,False,1,Legbord,False,False,False
ASM4022_711_86482-LF,MDPC1 EMC COVER 3,F0802,F0802,A0000N,37,37,12.0,73.52,882.24,35.0,F0802,1,False,1,Pallet,False,True,False
ASM4022_711_86621-LF,MDPC1 SIDE MOUNTING COVER L,LZKL,LZKL,A0000N,0,0,3.0,108.88,326.64,0.0,LZKL,1,True,1,,False,False,False
ASM4022_711_86701-LF,MDPC1 DIN RAIL L=675MM,G1803,G1803,A0000N,119,119,11.0,28.11,309.21,183.0,G1803,1,False,1,Legbord,False,False,False
ASM4022_711_86752-LF,MDPC1 TRANS HANDLE L = 420.5MM,F0403,F0403,A0000N,37,37,2.0,68.166,136.33,36.0,F0403,1,False,1,Legbord,False,False,False
ASM4022_711_90412-LF,EXE SERC2 TOP FLOW BLCK MONO,G0603,G0603,A0000N,9,9,2.0,82.4,164.8,9.0,G0603,1,False,1,Legbord,False,False,False
ASM4022_711_97902-LF,DCDB ENCLOSURE ASSY,D1603,D1603,A0000N,12,12,11.0,200.0,2200.0,33.0,D1603,1,False,1,Legbord,False,True,False
ASM4022_711_99101-LF,CP CANOPY WELD ASSY,HZKH,HZKH,A0000N,46,46,3.0,260.31,780.93,47.0,HZKH,1,True,1,,False,False,False
ASM4022_711_99821-P,GENERIC SOIU MK2.0,I1902,I1902,A0000N,3,3,3.0,3573.9269,10721.78,3.0,I1902,1,False,1,Legbord,False,True,False
ASM4022_712_01972-LF,GUIDE RAIL FIXED WELD ASSY,G1101,G1101,A0000N,2,2,3.0,229.72,689.16,2.0,G1101,1,False,1,Pallet,True,True,False
ASM4022_712_02022-LF,EXE EL BOFC ECHAIN ASSY,EZKE,EZKE,A0000N,2,2,2.0,26918.52,53837.04,2.0,EZKE,1,True,1,,False,False,False
ASM4022_712_03181-LF,SERC FLOWBLOCKER FRONT OPEN,F1703,F1703,A0000N,8,8,4.0,60.207,240.83,8.0,F1703,1,False,1,Legbord,False,False,False
ASM4022_712_07261-LF,EXE5200 SERC2 CP2 BASE-ASSY,E1702,E1702,A0000N,9,9,4.0,67.3365,269.35,9.0,E1702,1,False,1,Legbord,False,True,False
ASM4022_712_11962-LF,OICC GUIDE RAIL-FIXED WLD ASSY,H0001,H0001,A0000N,1,1,1.0,229.72,229.72,1.0,H0001,1,False,1,Pallet,True,True,False
ASM4022_712_12021-LF,EXE EI GUIDE FRAME,E0402,E0402,A0000N,3,3,2.0,1874.208,3748.42,3.0,E0402,1,False,1,Legbord,False,True,False
ASM4022_712_12101-LF,BASE FRAME SLIDER ASSY,D0902,D0902,A0000N,3,3,3.0,768.075,2304.23,3.0,D0902,1,False,1,Pallet,False,True,False
ASM4022_712_67541-P,MAN ASW 48P MK4.2 UNIT ASWU,EZKE,EZKE,A0000N,3,3,1.0,3150.69,3150.69,3.0,EZKE,1,True,1,,False,False,False
ASM4022_712_81061-LF,NXE3800 SERC2 CP1 BASE-ASSY,F1002,F1002,A0000N,38,38,12.0,42.72,512.64,38.0,F1002,1,False,1,Legbord,False,True,False
ASM4022_716_02451-LF,WIRE DUCT 30X25 1455MM,E0002,E0002,A0000N,40,40,7.0,18.0,126.0,37.0,E0002,1,False,1,Legbord,False,True,False
ASM4022_716_02461-LF,WIRE DUCT 80X80 1360MM,E0102,E0102,A0000N,40,40,22.0,67.0,1474.0,74.0,E0102,1,False,1,Legbord,False,True,False
ASM4022_716_02481-LF,MDPC1 DIN RAIL HIGH 675MM,F0602,F0602,A0000N,47,47,32.0,25.95,830.4,100.0,F0602,1,False,1,Pallet,False,True,False
ASM4022_716_02501-LF,MDPC1 WIRE DUCT 60X40 625MM,E0102,E0102,A0000N,43,43,9.0,35.0,315.0,40.0,E0102,1,False,1,Legbord,False,True,False
ASM4022_716_05151-LF,48V POWER DISTRIBUTION BOX,G0202,G0202,A0000N,3,3,3.0,305.55,916.65,3.0,G0202,1,False,1,Legbord,False,True,False
ASM4022_716_10102-LF,MDPC1 COVER 8 SUB ASSY,G0901,G0901,A0000N,37,37,11.0,131.9,1450.9,37.0,G0901,1,False,1,Pallet,True,True,False
ASM4022_716_10121-LF,MDPC1 COVER 7 SUB ASSY,H0502,H0502,A0000N,37,37,11.0,73.53,808.83,37.0,H0502,1,False,1,Pallet,False,True,False
ASM4022_716_10141-LF,MDPC1 COVER 6 SUB ASSY,F1603,F1603,A0000N,37,37,11.0,76.44,840.84,37.0,F1603,1,False,1,Legbord,False,False,False
ASM4022_716_10161-LF,MDPC1 COVER 5 SUB ASSY,H0602,H0602,A0000N,37,37,11.0,72.54,797.94,37.0,H0602,1,False,1,Legbord,False,True,False
ASM4022_716_10181-LF,MDPC1 COVER 4 SUB ASSY,G1602,G1602,A0000N,37,37,11.0,91.15,1002.65,37.0,G1602,1,False,1,Legbord,False,True,False
ASM4022_716_10201-LF,MDPC1 COVER 3 SUB ASSY,F1603,F1603,A0000N,37,37,11.0,70.3,773.3,37.0,F1603,1,False,1,Legbord,False,False,False
ASM4022_716_10221-LF,MPDC1 COVER 2 SUB ASSY,G1002,G1002,A0000N,37,37,11.0,52.21,574.31,37.0,G1002,1,False,1,Legbord,False,True,False
ASM4022_716_10242-LF,MDPC1 COVER 1 WELD ASSY,G0601,G0601,A0000N,36,36,9.0,186.9,1682.1,36.0,G0601,1,False,1,Pallet,True,True,False
ASM4022_716_10271-LF,MDPC1 SIDE MNTING COVER L ASSY,LZKL,LZKL,A0000N,37,37,11.0,45.99,505.89,35.0,LZKL,1,True,1,,False,False,False
ASM4022_716_10291-LF,MDPC1 SIDE MNTING COVER R ASSY,LZKL,LZKL,A0000N,37,37,9.0,45.99,413.91,35.0,LZKL,1,True,1,,False,False,False
ASM4022_716_15402-LF,MDPC1 Q1 BB2 FLEX BUSBAR N,D1704,D1704,A0000N,40,40,2.0,466.65,933.3,37.0,D1704,1,False,1,Legbord,False,False,False
ASM4022_716_15551-LF,WIRE DUCT 30X25 657MM,E0202,E0202,A0000N,40,40,5.0,18.0,90.0,37.0,E0202,1,False,1,Legbord,False,True,False
ASM4022_716_15561-LF,WIRE DUCT 40X40 657MM,E0102,E0102,A0000N,82,82,49.0,25.0,1225.0,195.0,E0102,1,False,1,Legbord,False,True,False
ASM4022_716_15571-LF,WIRE DUCT 45X67 682MM,E0202,E0202,A0000N,40,40,10.0,30.0,300.0,74.0,E0202,1,False,1,Legbord,False,True,False
ASM4022_716_15581-LF,WIRE DUCT 60X25 682MM,E0102,E0102,A0000N,42,42,15.0,27.0,405.0,74.0,E0102,1,False,1,Legbord,False,True,False
ASM4022_716_15591-LF,WIRE DUCT 80X80 682MM,E0202,E0202,A0000N,43,43,21.0,67.0,1407.0,40.0,E0202,1,False,1,Legbord,False,True,False
ASM4022_716_17821-P,EI EMCB-T CONN BOX PE CBL ASSY,EZKE,EZKE,A0000N,2,2,2.0,1081.12,2162.24,2.0,EZKE,1,True,1,,False,False,False
ASM4022_716_18641-LF,WH PAS WHR ETHERNET BOX ASSY,E1101,E1101,A0000N,0,0,7.0,1746.0,12222.0,7.0,E1101,1,False,1,Pallet,True,True,False
ASM4022_716_43911-LF,DOOR HANDLE ASSY,E0603,E0603,A0000N,0,0,2.0,496.84,993.68,46.0,E0603,1,False,1,Legbord,False,True,False
ASM4022_716_43941-LF,GUTTER W40 H1800,LZKL,LZKL,A0000N,46,46,2.0,101.5,203.0,46.0,LZKL,1,True,1,,False,False,False
ASM4022_716_44131-LF,CP GASKET 38HE W600 D1200 FRAM,D0904,D0904,A0000N,44,44,8.0,25.5,204.0,43.0,D0904,1,False,1,Legbord,False,False,False
ASM4022_716_47001-LF,MONO CP GASKET 38 HE W800 D900,H0402,H0402,A0000N,5,5,3.0,85.0,255.0,5.0,H0402,1,False,1,Pallet,False,True,False
ASM4022_716_76571-P,VSRSR MK2,I1602,I1602,A0000N,8,8,1.0,7213.0,7213.0,8.0,I1602,1,False,1,Legbord,False,True,False
ASM4022_716_84661-P,MDPC1 MK2 BOTTOM ASSY,EZKE,EZKE,A0000N,3,3,2.0,862.07,1724.14,3.0,EZKE,1,True,1,,False,False,False
ASM4022_716_84711-LF,MDPC1 MK2 CUSTM RITTAL PLATE 2,D1603,D1603,A0000N,3,3,1.0,142.0965,142.1,3.0,D1603,1,False,1,Legbord,False,True,False
ASM4022_716_84991-LF,MDPC1 MK2 CUSTM RITTAL PLATE 4,G0502,G0502,A0000N,3,3,3.0,156.1035,468.31,3.0,G0502,1,False,1,Legbord,False,True,False
ASM4022_716_90901-LF,MDPC1 MK2 COVER 1 WELD ASSY,F0902,F0902,A0000N,3,3,2.0,470.42,940.84,3.0,F0902,1,False,1,Legbord,False,True,False
ASM4022_716_90961-LF,WIRE DUCT 60X60 1600MM,A1501,A1501,A0000N,4,4,7.0,73.03,511.21,9.0,A1501,1,False,1,Pallet,True,True,False
ASM4022_716_91051-LF,MDPC1 MK2 COVER 2 SUB ASSY,G1802,G1802,A0000N,3,3,2.0,153.35,306.7,3.0,G1802,1,False,1,Legbord,False,True,False
ASM4022_716_91081-LF,MDPC1 MK2 COVER 3 WELD ASSY,F0702,F0702,A0000N,3,3,2.0,481.78,963.56,3.0,F0702,1,False,1,Legbord,False,True,False
ASM4022_716_91111-LF,MDPC1 MK2 COVER 4 SUB ASSY,G1602,G1602,A0000N,3,3,2.0,144.37,288.74,3.0,G1602,1,False,1,Legbord,False,True,False
ASM4022_716_91131-LF,WIRE DUCT 40X40 1600MM,A1501,A1501,A0000N,3,3,9.0,62.23,560.07,3.0,A1501,1,False,1,Pallet,True,True,False
ASM4022_716_91141-LF,MDPC1 MK2 AIR DIVIDER MONO,HZKH,HZKH,A0000N,3,3,2.0,37.22,74.44,3.0,HZKH,1,True,1,,False,False,False
ASM4022_716_91221-LF,MDPC1 MK2 COVER 5 WELD ASSY,B1902,B1902,A0000N,3,3,5.0,875.63,4378.15,3.0,B1902,1,False,1,Pallet,False,False,False
ASM4022_716_91301-LF,MDPC1 MK2 TOP CONN PLT S-ASSY,EZKE,EZKE,A0000N,3,3,2.0,217.44,434.88,3.0,EZKE,1,True,1,,False,False,False
ASM4022_716_91591-LF,MDPC1 MK2 CUSTM RITTAL PLATE 1,I1502,I1502,A0000N,3,3,4.0,194.71,778.84,12.0,I1502,1,False,1,Legbord,False,True,False
ASM4022_716_92021-P,MDPC1 MK2 Q1 HANDLE,F1802,F1802,A0000N,3,3,9.0,96.7785,871.01,3.0,F1802,1,False,1,Legbord,False,True,False
ASM4022_716_92081-LF,WIRE DUCT 60X25 675MM,E0402,E0402,A0000N,3,3,8.0,24.43,195.44,6.0,E0402,1,False,1,Legbord,False,True,False
ASM4022_716_92091-LF,WIRE DUCT 40X25 650MM,E0403,E0403,A0000N,3,3,8.0,20.38,163.04,6.0,E0403,1,False,1,Legbord,False,True,False
ASM4022_721_15341-LF,ASSR5 REAR PLT WLD ASSY,H0402,H0402,A0000N,4,4,1.0,296.11,296.11,4.0,H0402,1,False,1,Pallet,False,True,False
ASM4022_721_15361-LF,ASSR5 FNT PLT ASSY,G0402,G0402,A0000N,4,4,1.0,178.96,178.96,4.0,G0402,1,False,1,Legbord,False,True,False
ASM4022_722_05511-LF,WIRE DUCT 60X60 1000MM,E0402,E0402,A0000N,3,3,4.0,40.63,162.52,3.0,E0402,1,False,1,Legbord,False,True,False
ASM4022_722_20101-LF,RITTAL CABINET 800X1000X1800,EZKE,EZKE,A0000N,3,3,1.0,3109.22,3109.22,3.0,EZKE,1,True,1,,False,False,False
ASMLOAD_677_10942-LF,UPS BATTERY PACK 72V 9AH (LOAD,HZKH,HZKH,A0000N,11,11,4.0,350.91,1403.64,62.0,HZKH,1,True,1,,False,False,False
BEI00023651,HEELGROUNDER MALE,K1103,K1103,B0000N,0,0,68.0,8.5,578.0,0.0,K1103,1,False,1,Pallet,False,False,False
BEI0006524,ETIKET LEUCHTGELB   76 X 76,K1102,K1102,B0000N,0,0,28800.0,0.0154,442.08,0.0,K1102A,1,False,1,Legbord,False,False,False
BEI0006857,ANTISTATIC AIR CUSHION FOIL,I1903,I1903,B0000N,0,0,98990.0,0.0108,1068.1,0.0,I1903,1,False,1,Pallet,False,False,False
BEI0006874,BOX CARDBRD 229X154X61 WH,J0904,J0904,B0000N,0,0,90.0,1.053,94.77,0.0,J0904,1,False,1,Pallet,False,False,False
BEI0007595-LF,ESD GLOVE COPPER WIRE SIZE M,K0302,K0302,"A0000N, B0000N",0,0,680.0,1.583,1076.44,0.0,K0302A,1,False,1,Legbord,False,False,False
BEI0008235-LF,ESD SHIELDED BAG 305X457,HZKH,HZKH,A0000N,0,0,7083.0,0.2471,1750.21,6.0,HZKH,1,True,1,,False,False,False
BEI0008605,BUBBLE SHEET 0.3M FINE GRADE,K2103,K2103,B0000N,0,0,500.0,0.2705,135.25,0.0,K2103,1,False,1,Pallet,False,False,False
BEI0012975-LF,BOX 521X394X64MM,J1704,J1704,B0000N,0,0,367.0,1.6,587.2,0.0,J1704,1,False,1,Pallet,False,False,False
BEI0012976-LF,AM-BOX GLUED 485X305X145,LZKL,,"A0000N, B0000N",0,0,294.0,1.241,364.85,0.0,LZKL,1,True,1,,False,False,False
